[CS61C Project 4] start classifier training
iteration: 0, loss: 5.614263, time: 2.838752 sec
iteration: 39, loss: 5.339363, time: 1.734511 sec
iteration: 40, loss: 5.330653, time: 1.504650 sec
iteration: 41, loss: 5.321948, time: 1.674524 sec
iteration: 42, loss: 5.313248, time: 1.665148 sec
iteration: 43, loss: 5.304557, time: 1.640243 sec
iteration: 44, loss: 5.295874, time: 1.698536 sec
iteration: 45, loss: 5.287201, time: 1.687007 sec
iteration: 46, loss: 5.278538, time: 1.660516 sec
iteration: 47, loss: 5.269887, time: 1.638787 sec
iteration: 48, loss: 5.261248, time: 1.473504 sec
iteration: 49, loss: 5.252622, time: 1.622745 sec
iteration: 50, loss: 5.244009, time: 1.017165 sec
iteration: 51, loss: 5.235410, time: 1.192462 sec
iteration: 52, loss: 5.226825, time: 1.737001 sec
iteration: 53, loss: 5.218255, time: 1.659405 sec
iteration: 54, loss: 5.209700, time: 1.651077 sec
iteration: 55, loss: 5.201160, time: 1.669823 sec
iteration: 56, loss: 5.192637, time: 1.683946 sec
iteration: 57, loss: 5.184129, time: 1.718866 sec
iteration: 58, loss: 5.175637, time: 1.648266 sec
iteration: 59, loss: 5.167162, time: 1.593318 sec
iteration: 60, loss: 5.158703, time: 1.656973 sec
iteration: 61, loss: 5.150260, time: 1.605649 sec
iteration: 62, loss: 5.141835, time: 1.634496 sec
iteration: 63, loss: 5.133427, time: 1.725325 sec
iteration: 64, loss: 5.125035, time: 1.632711 sec
iteration: 65, loss: 5.116661, time: 1.698104 sec
iteration: 66, loss: 5.108304, time: 1.635620 sec
iteration: 67, loss: 5.099964, time: 1.618143 sec
iteration: 68, loss: 5.091641, time: 1.643725 sec
iteration: 69, loss: 5.083336, time: 1.537476 sec
iteration: 70, loss: 5.075048, time: 1.648315 sec
iteration: 71, loss: 5.066778, time: 1.619949 sec
iteration: 72, loss: 5.058524, time: 1.620767 sec
iteration: 73, loss: 5.050289, time: 1.631388 sec
iteration: 74, loss: 5.042070, time: 1.605859 sec
iteration: 75, loss: 5.033869, time: 1.074409 sec
iteration: 76, loss: 5.025686, time: 1.534897 sec
iteration: 77, loss: 5.017520, time: 1.565866 sec
iteration: 78, loss: 5.009371, time: 1.007013 sec
iteration: 79, loss: 5.001240, time: 0.941523 sec
iteration: 80, loss: 4.993126, time: 1.454451 sec
iteration: 81, loss: 4.985030, time: 1.572777 sec
iteration: 82, loss: 4.976950, time: 1.216478 sec
iteration: 83, loss: 4.968888, time: 1.019845 sec
iteration: 84, loss: 4.960844, time: 0.930610 sec
iteration: 85, loss: 4.952817, time: 0.955239 sec
iteration: 86, loss: 4.944806, time: 1.465734 sec
iteration: 87, loss: 4.936813, time: 1.560345 sec
iteration: 88, loss: 4.928838, time: 1.478905 sec
iteration: 89, loss: 4.920879, time: 1.570218 sec
iteration: 90, loss: 4.912938, time: 1.146181 sec
iteration: 91, loss: 4.905013, time: 0.998252 sec
iteration: 92, loss: 4.897106, time: 1.339844 sec
iteration: 93, loss: 4.889216, time: 1.507100 sec
iteration: 94, loss: 4.881342, time: 1.490747 sec
iteration: 95, loss: 4.873486, time: 1.542059 sec
iteration: 96, loss: 4.865646, time: 1.446975 sec
iteration: 97, loss: 4.857823, time: 1.559768 sec
iteration: 98, loss: 4.850018, time: 1.551419 sec
iteration: 99, loss: 4.842229, time: 1.514305 sec
iteration: 100, loss: 4.834456, time: 1.424602 sec
iteration: 101, loss: 4.826701, time: 1.487444 sec
iteration: 102, loss: 4.818962, time: 1.528471 sec
iteration: 103, loss: 4.811240, time: 1.534152 sec
iteration: 104, loss: 4.803534, time: 1.507875 sec
iteration: 105, loss: 4.795845, time: 1.541918 sec
iteration: 106, loss: 4.788172, time: 1.520852 sec
iteration: 107, loss: 4.780516, time: 1.457167 sec
iteration: 108, loss: 4.772877, time: 1.482750 sec
iteration: 109, loss: 4.765254, time: 0.939141 sec
iteration: 110, loss: 4.757647, time: 1.532605 sec
iteration: 111, loss: 4.750057, time: 1.422568 sec
iteration: 112, loss: 4.742483, time: 1.255146 sec
iteration: 113, loss: 4.734925, time: 1.470698 sec
iteration: 114, loss: 4.727383, time: 1.589255 sec
iteration: 115, loss: 4.719858, time: 1.469575 sec
iteration: 116, loss: 4.712349, time: 1.410307 sec
iteration: 117, loss: 4.704855, time: 1.511845 sec
iteration: 118, loss: 4.697378, time: 1.178689 sec
iteration: 119, loss: 4.689917, time: 0.931138 sec
iteration: 120, loss: 4.682472, time: 1.009526 sec
iteration: 121, loss: 4.675043, time: 1.113729 sec
iteration: 122, loss: 4.667630, time: 1.195686 sec
iteration: 123, loss: 4.660233, time: 1.560932 sec
iteration: 124, loss: 4.652852, time: 1.435887 sec
iteration: 125, loss: 4.645486, time: 1.199926 sec
iteration: 126, loss: 4.638137, time: 1.022244 sec
iteration: 127, loss: 4.630803, time: 0.997621 sec
iteration: 128, loss: 4.623484, time: 0.982970 sec
iteration: 129, loss: 4.616182, time: 1.527227 sec
iteration: 130, loss: 4.608895, time: 1.480336 sec
iteration: 131, loss: 4.601624, time: 1.483767 sec
iteration: 132, loss: 4.594368, time: 1.628874 sec
iteration: 133, loss: 4.587128, time: 1.492963 sec
iteration: 134, loss: 4.579903, time: 1.515405 sec
iteration: 135, loss: 4.572694, time: 1.473999 sec
iteration: 136, loss: 4.565500, time: 1.496254 sec
iteration: 137, loss: 4.558321, time: 1.309709 sec
iteration: 138, loss: 4.551158, time: 1.014501 sec
iteration: 139, loss: 4.544010, time: 1.195791 sec
iteration: 140, loss: 4.536878, time: 1.571564 sec
iteration: 141, loss: 4.529760, time: 1.596165 sec
iteration: 142, loss: 4.522658, time: 1.480183 sec
iteration: 143, loss: 4.515571, time: 1.594747 sec
iteration: 144, loss: 4.508500, time: 1.565967 sec
iteration: 145, loss: 4.501443, time: 1.633104 sec
iteration: 146, loss: 4.494401, time: 1.544688 sec
iteration: 147, loss: 4.487375, time: 1.557884 sec
iteration: 148, loss: 4.480363, time: 1.519712 sec
iteration: 149, loss: 4.473367, time: 1.515278 sec
iteration: 150, loss: 4.466385, time: 1.447286 sec
iteration: 151, loss: 4.459418, time: 1.516803 sec
iteration: 152, loss: 4.452466, time: 1.434367 sec
iteration: 153, loss: 4.445529, time: 1.459494 sec
iteration: 154, loss: 4.438607, time: 1.438523 sec
iteration: 155, loss: 4.431699, time: 1.527263 sec
iteration: 156, loss: 4.424806, time: 1.229879 sec
iteration: 157, loss: 4.417928, time: 1.556211 sec
iteration: 158, loss: 4.411064, time: 1.503805 sec
iteration: 159, loss: 4.404216, time: 1.511580 sec
iteration: 160, loss: 4.397381, time: 1.522174 sec
iteration: 161, loss: 4.390561, time: 1.523929 sec
iteration: 162, loss: 4.383756, time: 1.286157 sec
iteration: 163, loss: 4.376965, time: 1.315459 sec
iteration: 164, loss: 4.370189, time: 0.921573 sec
iteration: 165, loss: 4.363427, time: 0.870498 sec
iteration: 166, loss: 4.356680, time: 0.852821 sec
iteration: 167, loss: 4.349947, time: 0.973575 sec
iteration: 168, loss: 4.343228, time: 1.317049 sec
iteration: 169, loss: 4.336523, time: 1.644617 sec
iteration: 170, loss: 4.329833, time: 1.499616 sec
iteration: 171, loss: 4.323157, time: 1.562946 sec
iteration: 172, loss: 4.316495, time: 1.553876 sec
iteration: 173, loss: 4.309847, time: 1.802556 sec
iteration: 174, loss: 4.303214, time: 1.480044 sec
iteration: 175, loss: 4.296594, time: 1.540339 sec
iteration: 176, loss: 4.289989, time: 1.553934 sec
iteration: 177, loss: 4.283397, time: 1.512488 sec
iteration: 178, loss: 4.276820, time: 1.415925 sec
iteration: 179, loss: 4.270256, time: 1.421131 sec
iteration: 180, loss: 4.263707, time: 0.946906 sec
iteration: 181, loss: 4.257171, time: 1.504637 sec
iteration: 182, loss: 4.250649, time: 1.341081 sec
iteration: 183, loss: 4.244141, time: 1.221275 sec
iteration: 184, loss: 4.237647, time: 1.297537 sec
iteration: 185, loss: 4.231167, time: 0.920720 sec
iteration: 186, loss: 4.224700, time: 0.954624 sec
iteration: 187, loss: 4.218247, time: 0.946314 sec
iteration: 188, loss: 4.211808, time: 0.974558 sec
iteration: 189, loss: 4.205382, time: 1.347515 sec
iteration: 190, loss: 4.198970, time: 1.149397 sec
iteration: 191, loss: 4.192572, time: 1.462567 sec
iteration: 192, loss: 4.186187, time: 1.067651 sec
iteration: 193, loss: 4.179815, time: 1.076543 sec
iteration: 194, loss: 4.173458, time: 1.311415 sec
iteration: 195, loss: 4.167113, time: 1.668282 sec
iteration: 196, loss: 4.160782, time: 1.671398 sec
iteration: 197, loss: 4.154465, time: 1.653114 sec
iteration: 198, loss: 4.148160, time: 1.590057 sec
iteration: 199, loss: 4.141870, time: 1.553060 sec
[CS61C Project 4] done training
[CS61C Project 4] test the classifier
[CS61C Project 4] accuracy: 0.47
[CS61C Project 4] training performane: 1361.88 imgs / sec
[CS61C Project 4] time elapsed: 4.90 min
